RequestKey;LookupType;Query;Status;Ico;CompanyName;LegalForm;LegalFormCode;City;Address;IsActive;Candidates;Error;ResolvedUtc;Occurrences;SampleSubject;SampleFolder
vychod s r o;Name;východ s.r.o.;Pending;;;;;;;;;;;5;Re: Orange Real Estate Development 3 východ s.r.o., IČ 09765115;09765115 Orange Real Estate Development 3 východ s.r.o
rezidence lahovicky s r o;Name;Rezidence Lahovičky s.r.o.;Pending;;;;;;;;;;;1;Rezidence Lahovičky s.r.o., ič 07878729;07878729 Rezidence Lahovičky s.r.o
medhelp s r o;Name;MedHelp s.r.o.;Pending;;;;;;;;;;;4;Re: změna vlastnické struktury - MedHelp s.r.o., ič: 28255356;28255356 MedHelp, s.r.o
ts mb stav s r o;Name;TS-MB stav s.r.o.;Pending;;;;;;;;;;;12;TS-MB stav s.r.o. 08424322 - dofinancování develop;08424322 TS-MB stav s.r.o
management s r o;Name;MANAGEMENT s.r.o.;Pending;;;;;;;;;;;17;RE: PRAGUE EVENTS & MANAGEMENT s.r.o.-Fw: ID 2075999166 - Prosba o posouzení návrhu KS;MANAGEMENT s.r.o
interiors s r o;Name;Interiors s.r.o.;Pending;;;;;;;;;;;3;Re: Homer Concept & Interiors s.r.o., IČ: 04327349;04327349 Homer Concept & Interiors s.r.o
svj polska;Name;SVJ Polská;Pending;;;;;;;;;;;3;Fw: Posouzení zápisu SVJ Polská, IČ 26084490;26084490 Společenství vlastníků jednotek, Polská 438
dominium rosae iii s r o;Name;Dominium Rosae III s.r.o.;Pending;;;;;;;;;;;5;Smart č. SC0000000035289241 - čerpání úvěru;19085583 Dominium Rosae III s.r.o
pamatky cb s r o;Name;Památky CB s.r.o.;Pending;;;;;;;;;;;6;Památky CB s.r.o.  ič 04962656 - znění ZN;04962656 Památky CB s.r.o
insolvency v o s;Name;INSOLVENCY v.o.s.;Pending;;;;;;;;;;;5;Re: kontrola rozhodnutí jediného společníka v působnosti valné hromady prodávajícího - úvěr klienta INSOLVENCY v.o.s., IČ 28821297;28821297 INSOLVENCY v.o.s
pivovarsky dum poupe s r o;Name;PIVOVARSKÝ DŮM POUPĚ s.r.o.;Pending;;;;;;;;;;;3;Fw: Dotaz k formě nabývacího titulu při odkupu pozemku od státu;02058421 PIVOVARSKÝ DŮM POUPĚ s.r.o
pomoc s resim problemu spol 4interior tiles s r o;Name;Pomoc s řeším problému spol. 4interior&tiles s.r.o.;Pending;;;;;;;;;;;4;Fw: Pomoc s řeším problému spol. 4interior&tiles s.r.o., IČ: 06054552;06054552 4interior&tiles s.r.o
mudr martin paciorek s r o;Name;MUDr. Martin Paciorek s.r.o.;Pending;;;;;;;;;;;11;Re: Kupní smlouva - konzultace - MUDr. Martin Paciorek s.r.o., IČ/RČ: 04307071;04307071 MUDr. Martin Paciorek s.r.o
rdgalenia s r o;Name;RDGalenia s.r.o.;Pending;;;;;;;;;;;4;Re: RDGalenia s.r.o. IČO: 29123178;29123178 RDGalenia s. r. o
08217025;Ico;08217025;Pending;;;;;;;;;;;2;Skayo Capital s.r.o.-Fw: Skayo, Rozhodnuti jedineho spolecniak k odsouhlaseni;08217025 Skayo Capital s.r.o
skayo capital s r o;Name;Skayo Capital s.r.o.;Pending;;;;;;;;;;;5;Skayo Capital s.r.o.-Fw: Skayo, Rozhodnuti jedineho spolecniak k odsouhlaseni;08217025 Skayo Capital s.r.o
19841841;Ico;19841841;Pending;;;;;;;;;;;5;Kontrola návrhu kupní ceny na koupi nemovitosti - Tomáš Turčín;19841841 a.s
elvorev investicni s r o;Name;ELVOREV Investiční s.r.o.;Pending;;;;;;;;;;;13;Fw: ELVOREV Investiční s.r.o. 29362482 - Develop - prodej;29362482 ELVOREV Investiční s.r.o
i s r o;Name;I s.r.o.;Pending;;;;;;;;;;;15;Re: SL - I s.r.o.-Fw: Konzultace Smlouva o dílo;19882386 SL- I s.r.o
novomestska teplarenska a s;Name;Novoměstská teplárenská a.s.;Pending;;;;;;;;;;;7;Fw: Novoměstská teplárenská a.s. - Sberbank;25335057 Novoměstská teplárenská a.s
rezidence ve vrchu s r o;Name;Rezidence Ve Vrchu s.r.o.;Pending;;;;;;;;;;;1;Re: Žádost o posouzení finálních dokumentů;04019563 Rezidence Ve Vrchu s.r.o
rp litvinov s r o;Name;RP Litvínov s.r.o.;Pending;;;;;;;;;;;5;Fw: RP Litvínov s.r.o. IČ: 04884540 ;04884540 RP Litvínov s.r.o
svj sobrova 2298;Name;SVJ Šobrova 2298;Pending;;;;;;;;;;;6;Fw: Kontrola zápis SVJ Šobrova 2298, Písek, IČ 03174271 - urgent;03174271 Společenství vlastníků jednotek v domě č.p. 2298 v Písku
biofish s r o;Name;BioFish s.r.o.;Pending;;;;;;;;;;;1;Fw: BioFish;60930527 BioFish s.r.o
central home s r o;Name;CENTRAL HOME s.r.o.;Pending;;;;;;;;;;;14;CENTRAL HOME s.r.o.   IČ: 09986367;09986367 CENTRAL HOME s.r.o
bonitrade property a s;Name;BONITRADE PROPERTY a.s.;Pending;;;;;;;;;;;13;Fw: BONITRADE PROPERTY a.s.: IČ: 11913762 ;11913762 BONITRADE PROPERTY a.s
bankbedej s r o;Name;BankBedej s.r.o.;Pending;;;;;;;;;;;3;Fw: BankBedej s.r.o. IČ: 19408919;19408919 BankBedej s.r.o
gorda stainless s r o;Name;Gorda stainless s.r.o.;Pending;;;;;;;;;;;4;Ing. Jaroslav Gorda;08021848 GORDA stainless s.r.o
mlk houses s r o;Name;MLK houses s.r.o.;Pending;;;;;;;;;;;10;Re:  MLK houses s.r.o.-Fw: vyjádření k dotazu právníka klienta;08294305 MLK houses s.r.o
stavpromont s r o;Name;StavProMont s.r.o.;Pending;;;;;;;;;;;7;Fw: kontrola PZS Sberbank - StavProMont s.r.o., 3574245;03574245 StavProMont s.r.o
svj cluid 8023 01 01 04 44 28 760809 hlasovani per;Name;SVJ CLUID  8023-01-01-04.44.28.760809 - hlasování per;Pending;;;;;;;;;;;19;Re: Společenství vlastníků jednotek domu Hromůvka 1885-1886 v Hranicích-Fw: SVJ CLUID  8023-01-01-04.44.28.760809 - hlasování per rollam - prosím URGENT;SVJ CLUID 8023-01-01-04.44.28.760809 - hlasování per
minak real s r o;Name;MiNaK real s.r.o.;Pending;;;;;;;;;;;2;MiNaK real s.r.o._Fw: Smlouva o úvěru Ateliéry Strašnice;08480036 KOHAJDA & PARTNER, advokátní kancelář s.r.o
smlouvy je horizont real s r o;Name;Smlouvy je Horizont Real s.r.o.;Pending;;;;;;;;;;;2;Fw: posouzení smlouvy NZ ohledně věcného břemene;06717586 ARROWS advokátní kancelář, s.r.o
v priloze posilam smlouvu mezi s r o;Name;V příloze posílám smlouvu mezi s.r.o.;Pending;;;;;;;;;;;5;Fw: konzultace k účelu úvěru číslo žádosti 2078233090;27754626 Day Spa Shop s.r.o
60752424;Ico;60752424;Pending;;;;;;;;;;;2;zápis z valné hromady;60752424 a.s
prosba urgent akcent international house prague s r o;Name;Prosba URGENT AKCENT International House Prague s.r.o.;Pending;;;;;;;;;;;3;Fwd: Prosba URGENT AKCENT International House Prague s.r.o., IČ: 48032778;48032778 AKCENT International House Prague s.r.o
10843922;Ico;10843922;Pending;;;;;;;;;;;1;zástavní smlouva k úvěru Pretty term s.r.o.;10843922 Pretty term s.r.o
pretty term s r o;Name;Pretty term s.r.o.;Pending;;;;;;;;;;;1;zástavní smlouva k úvěru Pretty term s.r.o.;10843922 Pretty term s.r.o
mb pharma s r o;Name;MB Pharma s.r.o.;Pending;;;;;;;;;;;5;Re: MB Pharma s.r.o., IČ 25687191;25687191 MB PHARMA s.r.o
post home s r o;Name;Post home s.r.o.;Pending;;;;;;;;;;;2;Automatická odpověď: Post home s.r.o., IČ 05845742, č v CPS 2081547290 - smlouvy o zápůjčce - revize;05845742 Post home s.r.o
10824634;Ico;10824634;Pending;;;;;;;;;;;11;FW: prosba - valné hromady Předvýběr a Fagabo;10824634 Fagabo Czech s.r.o
manax s r o;Name;MANAX s.r.o.;Pending;;;;;;;;;;;2;Fw: Hutisko - tender, návrh smlouvy;26931494 MANAX s.r.o
spolecenstvi vlastniku pro dum druzstevni ochoz c p 1376 1382 rc ic 24165522;Name;Společenství vlastníků pro dům Družstevní ochoz č.p. 1376-1382 RČ/IČ 24165522;Pending;;;;;;;;;;;3;Fw: Posouzení SOD  Žadatel Společenství vlastníků pro dům Družstevní ochoz č.p. 1376-1382 RČ/IČ 24165522;24165522 Společenství vlastníků pro dům Družstevní ochoz č.p. 1376-1382
amazing apartments s r o;Name;Amazing Apartments s.r.o.;Pending;;;;;;;;;;;6;FW: vzor textu u kupních smluv Diorit - Amazing Apartments s.r.o. IČ 19874138;19874138 Amazing Apartments s.r.o
it s r o;Name;IT s.r.o.;Pending;;;;;;;;;;;5;Fw: mbcomp IT s.r.o., CPS+ ID 2054176350;27174824 Tlapnet s.r.o
rn kovo s r o;Name;RN KOVO s.r.o.;Pending;;;;;;;;;;;3;Prosba URGENT - RN KOVO s.r.o., IČ 08593612 - chyba v účtu prodávajícího ve Smlouvě o jistotním účtu a Kupní smlouvě;08593612 RN KOVO s.r.o
city dental klinik s r o;Name;City Dental KLinik s.r.o.;Pending;;;;;;;;;;;3;Fw: Dotaz - podmínka čerpání - doložení zápisu z valné hromady prodávajícího;14144611 City Dental Klinik s.r.o
svj prostor pro napadeni platnosti zastavni smlouvy v;Name;SVJ prostor pro napadení platnosti zástavní smlouvy v;Pending;;;;;;;;;;;4;Re: zástava pohledávek z účtu;SVJ prostor pro napadení platnosti zástavní smlouvy v
svj ledenicka ic 02264625 vraceno doplnene;Name;SVJ Ledenická - IČ 02264625 - vráceno doplněné;Pending;;;;;;;;;;;1;Re: Společenství vlastníků domu Ledenická 497, České Budějovice-Posouzení Zápisu ze shromáždění SVJ Ledenická - IČ 02264625 - vráceno doplněné;02264625 Společenství vlastníků domu Ledenická 497, České Budějovice
jpb tabor s r o;Name;JPB TÁBOR s.r.o.;Pending;;;;;;;;;;;11;Re: JPB TÁBOR s.r.o. IČ: 26110750	č. žádosti 2076043184;26110750 JPB TÁBOR s.r.o
00153077;Ico;00153077;Pending;;;;;;;;;;;7;Fw: specifikace podmínek čerpání úvěru;00153077
spolecenstvi vlastniku jednotek cihlarska 781 a 782;Name;Společenství vlastníků jednotek Cihlářská 781 a 782;Pending;;;;;;;;;;;4;     Společenství vlastníků jednotek Cihlářská 781 a 782, IČO 03056775;03056775 Společenství vlastníků jednotek Cihlářská 781 a 782
syrovatka s r o;Name;Syrovátka s.r.o.;Pending;;;;;;;;;;;5;Fw: Korporátní souhlas - Syrovátka s.r.o. - IČO 46993673;46993673 BROKIS WOOD s.r.o
kl special reality s r o;Name;KL Special Reality s.r.o.;Pending;;;;;;;;;;;13;Fw: KL Special Reality s.r.o., IČ: 05938422, č v CPS 2065384529;05938422 KL Special Reality s.r.o
24682349;Ico;24682349;Pending;;;;;;;;;;;4;Fw: Kontrola dokumentů;24682349 s.r.o
cubic development s r o;Name;Cubic Development s.r.o.;Pending;;;;;;;;;;;1;Fw: Cubic Development s.r.o. IČ 10844813 - DPH;10844813 Cubic Development s.r.o
shark europe s r o;Name;Shark Europe s.r.o.;Pending;;;;;;;;;;;4;Fw: informace k zástavě na LV Conrad & Shark Europe s.r.o. IČ 02499371;02499371 Conrad & Shark Europe s.r.o
ludacka machine tools s r o;Name;Ludačka Machine Tools s.r.o.;Pending;;;;;;;;;;;5;Fw: Ludačka Machine Tools s.r.o., IČ 03553400 - posouzení návrhu obchodního případu - Bankovní záruka;03553400 LMTS s.r.o
svj mezibori zadost o kontrolu zapisu;Name;SVJ Meziboří- žádost o kontrolu zápisu;Pending;;;;;;;;;;;7;RE: Žádost o zpracování Fw: Společenství vlastníků jednotek B-24 Meziboří-Fw: SVJ Meziboří- žádost o kontrolu zápisu;07661029 Společenství vlastníků jednotek B-24 Meziboří
podlahy kutil s r o;Name;Podlahy Kutil s.r.o.;Pending;;;;;;;;;;;4;Re: 04357345, Podlahy Kutil s.r.o.;04357345 Podlahy Kutil s.r.o
projektovemu financovani roh podebrady s r o;Name;Projektovému financování ROH Poděbrady s.r.o.;Pending;;;;;;;;;;;7;Re: LCD posouzení podkladů k Projektovému financování ROH Poděbrady s.r.o. IČO: 09960350;09960350 ROH Poděbrady s.r.o
ecosun investment s r o;Name;EcoSun Investment s.r.o.;Pending;;;;;;;;;;;5;Fw: Rozhodnutí valné hromady k zajištění úvěru (EcoSun Investment s.r.o., IČ: 29382203);29382203 EcoSun Investment s.r.o
hyxpo projektove small property invest s r o;Name;Hyxpo projektové Small Property Invest s.r.o.;Pending;;;;;;;;;;;4;Smlouva o dílo + SOBKS - posouzení Hyxpo projektové Small Property Invest s.r.o. 21708673	ID 2074121194 č.ú. 0627439199;21708673 Small Property Invest s.r.o
vg intermedia s r o;Name;VG Intermedia s.r.o.;Pending;;;;;;;;;;;4;FW: VG Intermedia s.r.o.	28442466 - návrh jak řešit;28442466 VG Intermedia s.r.o
riverich s r o;Name;RIVERICH s.r.o.;Pending;;;;;;;;;;;5;Fw: RIVERICH s.r.o. IČ: 27211452;27211452 RIVERICH s.r.o
spolecenstvi vlastniku nerudova 939 44;Name;Společenství vlastníků Nerudova 939/44;Pending;;;;;;;;;;;5;Společenství vlastníků Nerudova 939/44, České Budějovice, IČ 28111150 - zápis ze schůze;28111150 Společenství vlastníků Nerudova 939-44, České Budějovice
final kom s r o;Name;FINAL KOM s.r.o.;Pending;;;;;;;;;;;4;Fw: FINAL KOM s.r.o. IČ: 02877155,   CPS 2044960754;02877155 FINAL KOM s.r.o
setekocar s r o;Name;SeTeKoCAR s.r.o.;Pending;;;;;;;;;;;1;dotaz k podpisu dokumentace spol. SeTeKoCAR s.r.o. ičo 24786781;24786781 SeTeKoCAR s.r.o
renome clinic s r o;Name;Renomé clinic s.r.o.;Pending;;;;;;;;;;;6;"Renomé clinic s.r.o.; IČ 08005796";08005796 Renomé clinic s.r.o
sm doublehouse s r o;Name;SM doublehouse s.r.o.;Pending;;;;;;;;;;;21;SM doublehouse s.r.o., IČ 17174562;17174562 SM doublehouse s.r.o
suiteforce s r o;Name;SuiteForce s.r.o.;Pending;;;;;;;;;;;7;Re: IČ 25544969, SuiteForce s.r.o./akceptace;25544969 SuiteForce s.r.o
novydomovreall s r o;Name;NovýDomovReALL s.r.o.;Pending;;;;;;;;;;;2;Fw: kupní smlouva + úschovní smlouva + NVK. Budjav;17335141 NovýDomovReALL s.r.o
tyrlanstav s r o;Name;TYRLANSTAV s.r.o.;Pending;;;;;;;;;;;5;Re: Žádost o kontrolu kupní smlouvy + smlouvy o advokátní úschově - TYRLANSTAV s.r.o.;06353720 TYRLANSTAV s.r.o
wood4you s r o;Name;WOOD4YOU s.r.o.;Pending;;;;;;;;;;;2;Re: Fw: WOOD4YOU s.r.o. ič: 24187798, žádost č.: 2043025036;24187798 WOOD4YOU s.r.o
moravia proinvest s r o;Name;MORÁVIA-PROINVEST s.r.o.;Pending;;;;;;;;;;;4;Fw: MORÁVIA-PROINVEST s.r.o., IČ: 25560514;25560514 MORÁVIA-PROINVEST s.r.o
pm k firme efect facility s r o;Name;PM k firmě Efect Facility s.r.o.;Pending;;;;;;;;;;;2;Fw: PM k firmě Efect Facility s.r.o. , IČO 17620147;17620147 Efect Facility s.r.o
spolecenstvi vlastniku jednotek belcicka 2825 ico 28949536;Name;SPOLEČENSTVÍ VLASTNÍKŮ JEDNOTEK BĚLČICKÁ 2825 ičo 28949536:;Pending;;;;;;;;;;;3;urgentní dotaz SPOLEČENSTVÍ VLASTNÍKŮ JEDNOTEK BĚLČICKÁ 2825 ičo 28949536:;28949536 Společenství vlastníků jednotek Bělčická 2825
op komunita s r o;Name;OP Komunita s.r.o.;Pending;;;;;;;;;;;15;OP Komunita s.r.o. ICˇ:06256759;06256759 OP Komunita s.r.o
spolecenstvi vlastniku jednotek pro dum komenskeho 342 30;Name;Společenství vlastníků jednotek pro dům Komenského 342/30;Pending;;;;;;;;;;;2;Fw: CPS: CPS - MSE: výsledek schvalování;28573889 Společenství vlastníků jednotek pro dům Komenského 342-30, Šternberk
17184371;Ico;17184371;Pending;;;;;;;;;;;2;Brick Houses Developer - zápis z VH, smlouva o půjčce;17184371 Brick Houses Developer s.r.o
naevia invest s r o;Name;Naevia Invest s.r.o.;Pending;;;;;;;;;;;13;Naevia Invest s.r.o., IČ: 04929519;04929519 Naevia Invest s.r.o
dimco property s r o;Name;Dimco Property s.r.o.;Pending;;;;;;;;;;;6;Re: Dimco Property s.r.o. ič 19789700;19789700 Dimco Property s.r.o
wecoo production s r o;Name;WECOO PRODUCTION s.r.o.;Pending;;;;;;;;;;;6;RE: Konzultace Kupní smlouva WECOO PRODUCTION s.r.o. ič 04772466;04772466 WECOO PRODUCTION s.r.o
b m beta s r o;Name;B-M-Beta s.r.o.;Pending;;;;;;;;;;;11;B-M-Beta s.r.o., IČ 27352153;27352153 B-M-BETA s.r.o
auto fk s r o;Name;Auto FK s.r.o.;Pending;;;;;;;;;;;8;FW: URGENT Plná moc k prověření - klient  Auto FK s.r.o., IČ 24754323;24754323 Auto FK s.r.o
stanislava stankova s r o;Name;Stanislava Staňková s.r.o.;Pending;;;;;;;;;;;6;Stanislava Staňková s.r.o. ičo: 47374543 - koupě RD a pozemků;47374543 Stanislava Staňková
roturk s r o;Name;ROTURK s.r.o.;Pending;;;;;;;;;;;5;RE: ROTURK s.r.o., IČ 25570196, projektové financování - prodej, v CPS č. 2049460569;25570196 ROTURK s.r.o
kasten spol s r o;Name;KASTEN spol. s r.o.;Pending;;;;;;;;;;;4;Re: KASTEN - Navrh SOD Novostavba BD Za Arielem Praha 4 - Michle;KASTEN spol. s r.o
surpap trans s r o;Name;SURPAP TRANS s.r.o.;Pending;;;;;;;;;;;6;Re: ID případu 2051143393, společnost SURPAP TRANS s.r.o. ;02009684 SURPAP TRANS s.r.o
alegrum invest s r o;Name;alegrum invest s.r.o.;Pending;;;;;;;;;;;6;Fw: alegrum invest s.r.o. - kupní smlouvy;07359250 Ing. Lukáš Koudela, BA
karamelovy sen s r o;Name;Karamelový sen s.r.o.;Pending;;;;;;;;;;;5;Fw: Karamelový sen s.r.o.  ičo 03252302 - úvěr č. 671916159;03252302 Karamelový sen s.r.o
rentario s r o;Name;Rentario s.r.o.;Pending;;;;;;;;;;;4;Re: Rentario s.r.o., IĆ 04905628;04905628 Rentario s.r.o
industriale food s r o;Name;Industriale food s.r.o.;Pending;;;;;;;;;;;9;Industriale food s.r.o. 01773046;01773046 Industriale food s.r.o
eu protruck s r o;Name;EU PROTRUCK s.r.o.;Pending;;;;;;;;;;;7;Re: Žádost o Vzor dokumentu Rozhodnutí jediného společníka Re: č. CPS 2070771871 - T: ideálně do 22.3.;21344558 EU PROTRUCK s.r.o
chem weld roudnice s r o;Name;CHEM-WELD ROUDNICE s.r.o.;Pending;;;;;;;;;;;4;CHemWeld Roudnice - dotaz ;47783303 CHEM-WELD ROUDNICE s.r.o
cbcb klienta burgr jako krava s r o;Name;CBCB klienta BURGR JAKO KRÁVA s.r.o.;Pending;;;;;;;;;;;2;Cluid klienta: 9013-11-06-13.57.11.870663  ;02110822 BURGR JAKO KRÁVA s.r.o
karla englise a s;Name;Karla Engliše a.s.;Pending;;;;;;;;;;;3;Re: Prosba Rozhodnutí akcionáře - klient Karla Engliše ID	2059206007 0626979169;29010403 Karla Engliše a.s
sveda quality s r o;Name;Švéda-Quality s.r.o.;Pending;;;;;;;;;;;2;Dotaz k dispozicím na účtech;25591371 ŠVÉDA - QUALITY s.r.o
empleada s r o;Name;Empleada s.r.o.;Pending;;;;;;;;;;;13;Fw: Empleada s.r.o. 28509331;28509331 Empleada s.r.o
ontel s r o;Name;Ontel s.r.o.;Pending;;;;;;;;;;;4;Fw: kontrola kupní smlouvy Ontel s.r.o. 28474660;28474660 Ontel s.r.o
taborsky ph komplex s r o;Name;Táborský PH komplex s.r.o.;Pending;;;;;;;;;;;4;Re: dopad jednání ve shodě na žádost o úvěr;06761755 Táborský PH komplex s.r.o
warspite s r o;Name;Warspite s.r.o.;Pending;;;;;;;;;;;7;Warspite s.r.o.  	03490742 ;03490742 WARSPITE s.r.o
dentalis bohemia s r o;Name;DENTALIS Bohemia s.r.o.;Pending;;;;;;;;;;;3;FW: změna jednatele firmy DENTALIS Bohemia s.r.o. ( 29295815);29295815 DENTALIS Bohemia s.r.o
kalika s r o;Name;Kalika s.r.o.;Pending;;;;;;;;;;;14;klient Kalika s.r.o., iČ 06609830 - koupě restaurace v insolvenci - předpokládaný postup kroků;06609830 Kalika s.r.o
svj na odbornika poskytujiciho poradenstvi v teto obla;Name;SVJ na odborníka poskytujícího poradenství v této obla;Pending;;;;;;;;;;;2;RE: Bytové družstvo SOPO cluid 8013-07-16-16.00.32.436247;SVJ na odborníka poskytujícího poradenství v této obla
d i l an s r o;Name;D.I.L.An s.r.o.;Pending;;;;;;;;;;;2;D.I.L.An s.r.o.-Fw: Souhlas Banky ;26187019 D.I.L.An, s.r.o
pet farm family s r o;Name;Pet Farm Family s.r.o.;Pending;;;;;;;;;;;13;Re: klient Pet Farm Family s.r.o.., IČ 04236521 Smlouva o zastavení movitého majetku formou NZ;04236521 Pet Farm Family s.r.o
n148 s r o;Name;N148 s.r.o.;Pending;;;;;;;;;;;5;Re: Nájemní smlouvy/Dodatky - CPS 2071056068, N148 s.r.o., IČ 09727345 - Zástavní smlouva k nájmům. ;09727345 N148 s.r.o
svj u pruhonu;Name;SVJ U Průhonu;Pending;;;;;;;;;;;5;Re: Společenství vlastníků jednotek v domě U Průhonu 1493/11-Fw: SVJ U Průhonu;SVJ U Průhonu
jc base s r o;Name;JC BASE s.r.o.;Pending;;;;;;;;;;;5;Fw: Posouzení smlouvy, klient: JC BASE s.r.o., IČ: 27799743;27799743 JC BASE s.r.o
wali cz s r o;Name;WALI CZ s.r.o.;Pending;;;;;;;;;;;2;Fw:  2073618666, klient: WALI CZ s.r.o., IČ/RČ: 25042238, produkt: Bankovní záruka standard,;25042238 WALI CZ s.r.o
busek p t voda plyn topeni s r o;Name;Bušek P&T Voda Plyn Topení s.r.o.;Pending;;;;;;;;;;;14;Bušek P&T Voda Plyn Topení s.r.o. 04637526 - právní konzultace;04637526 Bušek P&T Voda Plyn Topení s.r.o
pvv413 s r o;Name;PVV413 s.r.o.;Pending;;;;;;;;;;;9;Fw: Kontrola smluv klient PVV413 s.r.o., IČ 21413827;21413827 PVV413 s.r.o
almont group s r o;Name;Almont Group s.r.o.;Pending;;;;;;;;;;;7;Re: Almont Group s.r.o., IČ: 03074757, č. žádosti v CPS: 0672074109;03074757 ALMONT GROUP s.r.o
bra3 jcdc s r o;Name;BRA3 JCDC s.r.o.;Pending;;;;;;;;;;;8;Re: Převod nemovitostí a úvěrů do s.r.o. - transformace BRA3 JCDC s.r.o. IČO: 06172601;06172601 BRA3 JCDC s.r.o
bytova jednotka byla nasledne majetkovym s r o;Name;Bytová jednotka byla následně majetkovým s.r.o.;Pending;;;;;;;;;;;10;Fw: Posouzení poskytnutí úvěrového financování;Bytová jednotka byla následně majetkovým s.r.o
siniko profi a s;Name;SINIKO PROFI a.s.;Pending;;;;;;;;;;;24;Fw: Siniko Profi údaje k 31.10.2024;SINIKO PROFI a.s
dkd invest s r o;Name;DKD-invest s.r.o.;Pending;;;;;;;;;;;3;DKD-invest s.r.o. ičo: 08471495 - projektové financování;08471495 DKD-invest s.r.o
freehold central s r o;Name;FREEHOLD CENTRAL s.r.o.;Pending;;;;;;;;;;;3;FW: fúze společností ;28314611 FREEHOLD CENTRAL s.r.o
sonoma estate s r o;Name;SONOMA Estate s.r.o.;Pending;;;;;;;;;;;8;SONOMA Estate s.r.o., IČ 17925568 -  Kupní smlouva na stavební pozemek, k.ú. Mělník;17925568 SONOMA Estate s.r.o
05571375;Ico;05571375;Pending;;;;;;;;;;;3;RE: mbcomp IT s.r.o., CPS+ ID 2054176350;05571375 IT s.r.o
trivin invest s r o na maxik market s r o;Name;TRIVIN INVEST s.r.o. na Maxik Market s.r.o.;Pending;;;;;;;;;;;1;Re: Maxik invest - nákup obchodního podílu na Maxík Market;05060737 MVD market s.r.o
fikko market s r o;Name;FIKKO market s.r.o.;Pending;;;;;;;;;;;5;9004-04-24-13.29.01.870037;28507428 LUCROS SICAV a.s
hvc media s r o;Name;HVC Media s.r.o.;Pending;;;;;;;;;;;3;Prosba o konzultaci - Firemní hypotéka pro HVC Media s.r.o., IČ 62028669 - obchodní podíl je vyčleněn do svěřeneckého fondu;62028669 HVC Media s.r.o
swami and son s s r o;Name;SWAMI AND SON'S s.r.o.;Pending;;;;;;;;;;;12;Fw: SWAMI AND SON'S s.r.o. - 02304368 - návrh kupní smlouvy;02304368 SWAMI AND SON'S s.r.o
svj na pozemek ico 27329615;Name;SVJ na pozemek IČO: 27329615;Pending;;;;;;;;;;;4;Posytnutí úvěru pro SVJ na pozemek IČO: 27329615, pozemky kupují vlastníci domu;27329615 Společenství vlastníků Josefův Důl 343, 344
